train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec,method,exper,lake_id,seed
0.9833233,0.6213679,0.037296947,0.4473547,0.16065815,0.9807754,0.6806849,0.04161307,0.485988,0.23875663,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,179,100
0.98422587,0.92719835,0.033721123,0.70738035,0.11501436,0.9771259,1.136385,0.040385872,0.8691042,0.17333484,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,181,100
0.9354047,1.1611774,0.06185952,0.88120717,0.43014774,0.8990838,1.5107203,0.075751,1.1230013,0.37088817,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,184,100
0.9750118,0.80996925,0.040329725,0.60252666,0.14765283,0.9604633,1.0636587,0.049642626,0.81718034,0.22923551,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,186,100
0.91418666,0.66858697,0.06565118,0.51070356,0.019718437,0.87435865,0.8435085,0.07965143,0.6262634,0.023440527,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,188,100
0.9116516,1.3828475,0.068567164,1.0234938,0.22606358,0.91114587,1.519703,0.071227945,1.1285938,0.48330283,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,189,100
0.98297876,0.84583855,0.03335544,0.65050507,0.1186629,0.9731854,1.1315073,0.04310734,0.84928936,0.21847914,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,190,100
0.988107,0.77548593,0.028458199,0.6005321,0.13590549,0.9831934,0.99152726,0.038648862,0.7658334,0.3480624,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,192,100
0.9876426,0.79125875,0.02915385,0.6051764,0.1444406,0.98359466,0.9561145,0.037347607,0.71102375,0.2537853,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,193,100
0.9864605,0.7116692,0.03031938,0.54290515,0.025753777,0.97894245,0.89215744,0.037186444,0.6663116,0.032360982,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,194,100
0.9848505,0.7550481,0.03235573,0.5766399,0.14300822,0.9742681,1.0067264,0.042746108,0.7573553,0.20384438,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,195,100
0.9875577,0.78119564,0.030396672,0.5911518,0.11786873,0.97724557,1.0702803,0.04144361,0.78968513,0.19244169,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,198,100
0.93121904,0.8594336,0.05977766,0.6550365,0.027485188,0.9241154,0.910566,0.06627842,0.6572783,0.027201736,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,199,100
0.98507065,0.9075699,0.03412707,0.6765088,0.11535837,0.9791625,1.1004679,0.042983066,0.799929,0.3238874,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,201,100
0.9861952,0.701358,0.028664343,0.53574777,0.107308686,0.9744159,0.97244453,0.040529497,0.70993805,0.31729323,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,202,100
0.904546,0.7697869,0.064743474,0.5883812,0.022365812,0.8601339,0.93999964,0.078841165,0.6754486,0.025005959,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,203,100
0.8742609,1.1227796,0.08140101,0.8547847,0.538587,0.7961886,1.5091065,0.11005471,1.1453745,0.6226192,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,212,100
0.83506674,0.75319344,0.078785755,0.5770581,0.02145866,0.800277,0.79399353,0.09268047,0.612582,0.02257954,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,216,100
0.92424214,0.7837685,0.064067125,0.5996416,0.023597052,0.8976715,0.88563377,0.067962356,0.6201253,0.02398685,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,217,100
